State,County,City,Neighborhood,Link
CA,Santa Clara,Palo Alto,California ave Easy,https://nextdoor.com/neighborhood/californiaaveeasy--palo-alto--ca/
CA,Santa Clara,Palo Alto,Charleston Gardens,https://nextdoor.com/neighborhood/charlestongardensca--palo-alto--ca/
CA,Santa Clara,Palo Alto,Charleston Meadows,https://nextdoor.com/neighborhood/charlestonmeadows--palo-alto--ca/
CA,Santa Clara,Palo Alto,College Terrace,https://nextdoor.com/neighborhood/collegeterracepaloalto--palo-alto--ca/
CA,Santa Clara,Palo Alto,Community Center,https://nextdoor.com/neighborhood/communitycenter--palo-alto--ca/
CA,Santa Clara,Palo Alto,Crescent Park,https://nextdoor.com/neighborhood/crescentpark--palo-alto--ca/
CA,Santa Clara,Palo Alto,Downtown North,https://nextdoor.com/neighborhood/downtownnorth--palo-alto--ca/
CA,Santa Clara,Palo Alto,Duveneck - St. Francis,https://nextdoor.com/neighborhood/duveneckstfrancis--palo-alto--ca/
CA,Santa Clara,Palo Alto,Echelon Palo Alto,https://nextdoor.com/neighborhood/echelonpa--palo-alto--ca/
CA,Santa Clara,Palo Alto,Embarcadero-Bayshore,https://nextdoor.com/neighborhood/embarcaderobayshore--palo-alto--ca/
CA,Santa Clara,Palo Alto,Evergreen Park,https://nextdoor.com/neighborhood/evergreenparkpaloalto--palo-alto--ca/
CA,Santa Clara,Palo Alto,Fairmeadow,https://nextdoor.com/neighborhood/fairmeadow--palo-alto--ca/
CA,Santa Clara,Palo Alto,Fulton Street,https://nextdoor.com/neighborhood/fultonstreet--palo-alto--ca/
CA,Santa Clara,Palo Alto,Greater Miranda,https://nextdoor.com/neighborhood/greatermiranda--palo-alto--ca/
CA,Santa Clara,Palo Alto,Greater Mitchell Park,https://nextdoor.com/neighborhood/greatermitchellpark--palo-alto--ca/
CA,Santa Clara,Palo Alto,Green Acres I,https://nextdoor.com/neighborhood/greenacresi--palo-alto--ca/
CA,Santa Clara,Palo Alto,Greendell,https://nextdoor.com/neighborhood/greendell--palo-alto--ca/
CA,Santa Clara,Palo Alto,Greenmeadow,https://nextdoor.com/neighborhood/greenmeadow--palo-alto--ca/
CA,Santa Clara,Palo Alto,Hansen,https://nextdoor.com/neighborhood/hansenca--palo-alto--ca/
CA,Santa Clara,Palo Alto,Hotel President,https://nextdoor.com/neighborhood/hotelpresident--palo-alto--ca/
CA,Santa Clara,Palo Alto,JCC,https://nextdoor.com/neighborhood/jccpaloalto--palo-alto--ca/
CA,Santa Clara,Palo Alto,Kings Lane,https://nextdoor.com/neighborhood/kingslane--palo-alto--ca/
CA,Santa Clara,Palo Alto,Leland Manor,https://nextdoor.com/neighborhood/lelandmanorca--palo-alto--ca/
CA,Santa Clara,Palo Alto,Loma Verde,https://nextdoor.com/neighborhood/lomaverdeca--palo-alto--ca/
CA,Santa Clara,Palo Alto,Manuela Ave./Esther Clark Park,https://nextdoor.com/neighborhood/manuelaaveestherclarkpark--palo-alto--ca/
CA,Santa Clara,Palo Alto,Meadow Circle,https://nextdoor.com/neighborhood/meadowcircleca--palo-alto--ca/
CA,Santa Clara,Palo Alto,Meadow Park,https://nextdoor.com/neighborhood/meadowpark--palo-alto--ca/
CA,Santa Clara,Palo Alto,Midtown,https://nextdoor.com/neighborhood/midtownpaloalto--palo-alto--ca/
CA,Santa Clara,Palo Alto,Moldaw Residences,https://nextdoor.com/neighborhood/moldawresidences--palo-alto--ca/
CA,Santa Clara,Palo Alto,Monroe Park,https://nextdoor.com/neighborhood/monroeparkca--palo-alto--ca/
CA,Santa Clara,Palo Alto,Old Palo Alto,https://nextdoor.com/neighborhood/opana--palo-alto--ca/
CA,Santa Clara,Palo Alto,Oregon Green,https://nextdoor.com/neighborhood/oregongreen--palo-alto--ca/
CA,Santa Clara,Palo Alto,Palo Alto Hills,https://nextdoor.com/neighborhood/paloaltohills--palo-alto--ca/
CA,Santa Clara,Palo Alto,Palo Alto Keats Ct,https://nextdoor.com/neighborhood/paloaltokeatsct--palo-alto--ca/
CA,Santa Clara,Palo Alto,Palo Alto Orchards,https://nextdoor.com/neighborhood/paloaltoorchards--palo-alto--ca/
CA,Santa Clara,Palo Alto,Palo Verde,https://nextdoor.com/neighborhood/paloverdepaloalto--palo-alto--ca/
CA,Santa Clara,Palo Alto,Professorville,https://nextdoor.com/neighborhood/professorville--palo-alto--ca/
CA,Santa Clara,Palo Alto,Rosewalk,https://nextdoor.com/neighborhood/rosewalk--palo-alto--ca/
CA,Santa Clara,Palo Alto,Rosewood Drive,https://nextdoor.com/neighborhood/rosewooddrive--palo-alto--ca/
CA,Santa Clara,Palo Alto,San Antonio Rd,https://nextdoor.com/neighborhood/sanantoniord--palo-alto--ca/
CA,Santa Clara,Palo Alto,Saymosaic,https://nextdoor.com/neighborhood/saymosaic--palo-alto--ca/
CA,Santa Clara,Palo Alto,Southgate,https://nextdoor.com/neighborhood/southgatepaloalto--palo-alto--ca/
CA,Santa Clara,Palo Alto,University South,https://nextdoor.com/neighborhood/universitysouthca--palo-alto--ca/
CA,Santa Clara,Palo Alto,Ventura,https://nextdoor.com/neighborhood/venturaca--palo-alto--ca/
CA,Santa Clara,Palo Alto,Walnut Grove,https://nextdoor.com/neighborhood/walnutgrovepaloalto--palo-alto--ca/
CA,Santa Clara,Mountain View,Americana,https://nextdoor.com/neighborhood/americanaca--mountain-view--ca/
CA,Santa Clara,Mountain View,Birch Creek,https://nextdoor.com/neighborhood/birchcreek--mountain-view--ca/
CA,Santa Clara,Mountain View,Blossom Valley,https://nextdoor.com/neighborhood/blossomvalley--mountain-view--ca/
CA,Santa Clara,Mountain View,Carmel The Village,https://nextdoor.com/neighborhood/carmelthevillage--mountain-view--ca/
CA,Santa Clara,Mountain View,Cuernavaca,https://nextdoor.com/neighborhood/cuernavacaca--mountain-view--ca/
CA,Santa Clara,Mountain View,Cuesta Park,https://nextdoor.com/neighborhood/cuestapark--mountain-view--ca/
CA,Santa Clara,Mountain View,Del Medio,https://nextdoor.com/neighborhood/delmedio--mountain-view--ca/
CA,Santa Clara,Mountain View,Ellis St,https://nextdoor.com/neighborhood/ellisst--mountain-view--ca/
CA,Santa Clara,Mountain View,Farley,https://nextdoor.com/neighborhood/farleymv--mountain-view--ca/
CA,Santa Clara,Mountain View,Gemello,https://nextdoor.com/neighborhood/gemello--mountain-view--ca/
CA,Santa Clara,Mountain View,Hidden Gardens,https://nextdoor.com/neighborhood/hiddengardens--mountain-view--ca/
CA,Santa Clara,Mountain View,Jason Way,https://nextdoor.com/neighborhood/jasonway--mountain-view--ca/
CA,Santa Clara,Mountain View,La Avenida,https://nextdoor.com/neighborhood/laavenida--mountain-view--ca/
CA,Santa Clara,Mountain View,Martens-Carmelita Neighborhood,https://nextdoor.com/neighborhood/martenscarmelitamv--mountain-view--ca/
CA,Santa Clara,Mountain View,Miramontecastro,https://nextdoor.com/neighborhood/miramontecastro--mountain-view--ca/
CA,Santa Clara,Mountain View,Miramonte/Trophy/Eichler,https://nextdoor.com/neighborhood/miramontetrophyeichler--mountain-view--ca/
CA,Santa Clara,Mountain View,Moffett Boulevard,https://nextdoor.com/neighborhood/moffettboulevardca--mountain-view--ca/
CA,Santa Clara,Mountain View,Moffett & Middlefield,https://nextdoor.com/neighborhood/moffettmiddlefield--mountain-view--ca/
CA,Santa Clara,Mountain View,Monta Loma,https://nextdoor.com/neighborhood/montaloma--mountain-view--ca/
CA,Santa Clara,Mountain View,Morgan,https://nextdoor.com/neighborhood/morgan--mountain-view--ca/
CA,Santa Clara,Mountain View,MV - Rengstorff Ave,https://nextdoor.com/neighborhood/mv-rengstorffave--mountain-view--ca/
CA,Santa Clara,Mountain View,North Whisman,https://nextdoor.com/neighborhood/northwhisman--mountain-view--ca/
CA,Santa Clara,Mountain View,Oaktree Commons,https://nextdoor.com/neighborhood/oaktreecommons--mountain-view--ca/
CA,Santa Clara,Mountain View,Rengstorff Park,https://nextdoor.com/neighborhood/rengstorffpark--mountain-view--ca/
CA,Santa Clara,Mountain View,Rex Manor,https://nextdoor.com/neighborhood/rexmanor--mountain-view--ca/
CA,Santa Clara,Mountain View,Rock Creek,https://nextdoor.com/neighborhood/rockcreek--mountain-view--ca/
CA,Santa Clara,Mountain View,Sahara,https://nextdoor.com/neighborhood/sahara--mountain-view--ca/
CA,Santa Clara,Mountain View,Santiago Villa,https://nextdoor.com/neighborhood/santiagovilla--mountain-view--ca/
CA,Santa Clara,Mountain View,Shoreline West,https://nextdoor.com/neighborhood/shorelinewest--mountain-view--ca/
CA,Santa Clara,Mountain View,Sierra Vista Park,https://nextdoor.com/neighborhood/sierravistapark--mountain-view--ca/
CA,Santa Clara,Mountain View,Springer Trees,https://nextdoor.com/neighborhood/springertrees--mountain-view--ca/
CA,Santa Clara,Mountain View,Square,https://nextdoor.com/neighborhood/square--mountain-view--ca/
CA,Santa Clara,Mountain View,St. Francis Acres,https://nextdoor.com/neighborhood/stfrancisacres--mountain-view--ca/
CA,Santa Clara,Mountain View,Stierlin Estates,https://nextdoor.com/neighborhood/stierlinestates--mountain-view--ca/
CA,Santa Clara,Mountain View,Sunnyvale II,https://nextdoor.com/neighborhood/sunnyvalemvca--mountain-view--ca/
CA,Santa Clara,Mountain View,Sylvan Park,https://nextdoor.com/neighborhood/sylvanpark--mountain-view--ca/
CA,Santa Clara,Mountain View,"The Crossings, Mt.View",https://nextdoor.com/neighborhood/thecrossingsmtview--mountain-view--ca/
CA,Santa Clara,Mountain View,Treehome,https://nextdoor.com/neighborhood/treehome--mountain-view--ca/
CA,Santa Clara,Mountain View,Varsity Park,https://nextdoor.com/neighborhood/varsitypark--mountain-view--ca/
CA,Santa Clara,Mountain View,Waverly Park,https://nextdoor.com/neighborhood/waverlypark--mountain-view--ca/
CA,Santa Clara,Mountain View,Wescoat Village,https://nextdoor.com/neighborhood/wescoatvillage--mountain-view--ca/
CA,Santa Clara,Cupertino,5618 Stevens Creek Blvd,https://nextdoor.com/neighborhood/5618stevenscreekblvd--cupertino--ca/
CA,Santa Clara,Cupertino,Apple HQ,https://nextdoor.com/neighborhood/applehq--cupertino--ca/
CA,Santa Clara,Cupertino,City Center,https://nextdoor.com/neighborhood/citycentercupertino--cupertino--ca/
CA,Santa Clara,Cupertino,Creston,https://nextdoor.com/neighborhood/crestoncupertino--cupertino--ca/
CA,Santa Clara,Cupertino,Fairgrove,https://nextdoor.com/neighborhood/fairgrovecupertino--cupertino--ca/
CA,Santa Clara,Cupertino,Faria,https://nextdoor.com/neighborhood/fariaca--cupertino--ca/
CA,Santa Clara,Cupertino,Garden Gate,https://nextdoor.com/neighborhood/gardengate--cupertino--ca/
CA,Santa Clara,Cupertino,Homestead Villa,https://nextdoor.com/neighborhood/homesteadvillacupertino--cupertino--ca/
CA,Santa Clara,Cupertino,Inspiration Heights,https://nextdoor.com/neighborhood/inspirationheights--cupertino--ca/
CA,Santa Clara,Cupertino,Monta Vista,https://nextdoor.com/neighborhood/montavistaca--cupertino--ca/
CA,Santa Clara,Cupertino,Montebello Rd,https://nextdoor.com/neighborhood/montebellord--cupertino--ca/
CA,Santa Clara,Cupertino,North Blaney,https://nextdoor.com/neighborhood/northblaney--cupertino--ca/
CA,Santa Clara,Cupertino,Oak Valley,https://nextdoor.com/neighborhood/oakvalleycupertino--cupertino--ca/
CA,Santa Clara,Cupertino,Rancho Rinconada,https://nextdoor.com/neighborhood/ranchorinconadacupertino--cupertino--ca/
CA,Santa Clara,Cupertino,Skyline,https://nextdoor.com/neighborhood/skylinecupertino--cupertino--ca/
CA,Santa Clara,Cupertino,Stelling - De Anza,https://nextdoor.com/neighborhood/stelling-deanza--cupertino--ca/
CA,Santa Clara,Cupertino,Vallco,https://nextdoor.com/neighborhood/vallco--cupertino--ca/
CA,Santa Clara,Cupertino,Wilson Park,https://nextdoor.com/neighborhood/wilsonparkcup--cupertino--ca/
CA,Santa Clara,Cupertino,Woodspring,https://nextdoor.com/neighborhood/woodspringca--cupertino--ca/
CA,Santa Clara,Milpitas,Apex Centria,https://nextdoor.com/neighborhood/apexcentriaca--milpitas--ca/
CA,Santa Clara,Milpitas,Avalon Heights South,https://nextdoor.com/neighborhood/southavalon--milpitas--ca/
CA,Santa Clara,Milpitas,Ayer Ln,https://nextdoor.com/neighborhood/ayermilpitas--milpitas--ca/
CA,Santa Clara,Milpitas,Bayview Park,https://nextdoor.com/neighborhood/bayviewpark--milpitas--ca/
CA,Santa Clara,Milpitas,Beresford,https://nextdoor.com/neighborhood/beresfordcommunity--milpitas--ca/
CA,Santa Clara,Milpitas,Calaveras,https://nextdoor.com/neighborhood/calaverasca--milpitas--ca/
CA,Santa Clara,Milpitas,California Landing Villas,https://nextdoor.com/neighborhood/californialandingvillas--milpitas--ca/
CA,Santa Clara,Milpitas,Canton Dr,https://nextdoor.com/neighborhood/cantondr--milpitas--ca/
CA,Santa Clara,Milpitas,Cardoza Park,https://nextdoor.com/neighborhood/cardozapark--milpitas--ca/
CA,Santa Clara,Milpitas,Corning Ave,https://nextdoor.com/neighborhood/corningave--milpitas--ca/
CA,Santa Clara,Milpitas,Coventry,https://nextdoor.com/neighborhood/coventrymilpitas--milpitas--ca/
CA,Santa Clara,Milpitas,Coyote Creek,https://nextdoor.com/neighborhood/coyotecreek--milpitas--ca/
CA,Santa Clara,Milpitas,Curtner Estates,https://nextdoor.com/neighborhood/curtnerestates--milpitas--ca/
CA,Santa Clara,Milpitas,Dixon Landing,https://nextdoor.com/neighborhood/dixonlanding--milpitas--ca/
CA,Santa Clara,Milpitas,Escuela Parkway,https://nextdoor.com/neighborhood/escuelaparkway--milpitas--ca/
CA,Santa Clara,Milpitas,Fountain Square,https://nextdoor.com/neighborhood/fountainsquareca--milpitas--ca/
CA,Santa Clara,Milpitas,Friendly Village,https://nextdoor.com/neighborhood/friendlyvillagemilpitas--milpitas--ca/
CA,Santa Clara,Milpitas,Great Mall,https://nextdoor.com/neighborhood/greatmall--milpitas--ca/
CA,Santa Clara,Milpitas,Hall Park,https://nextdoor.com/neighborhood/hallparkca--milpitas--ca/
CA,Santa Clara,Milpitas,Hamilton Avenue,https://nextdoor.com/neighborhood/hamiltonavemilpitasca--milpitas--ca/
CA,Santa Clara,Milpitas,Harmony,https://nextdoor.com/neighborhood/harmonyca--milpitas--ca/
CA,Santa Clara,Milpitas,Hidden Lake,https://nextdoor.com/neighborhood/hiddenlakeca--milpitas--ca/
CA,Santa Clara,Milpitas,Highland Park,https://nextdoor.com/neighborhood/highlandparkmilpitas--milpitas--ca/
CA,Santa Clara,Milpitas,Hillcrest Terrace,https://nextdoor.com/neighborhood/hillcrestterrace--milpitas--ca/
CA,Santa Clara,Milpitas,Hillcrest Villas,https://nextdoor.com/neighborhood/hilcrestvillas--milpitas--ca/
CA,Santa Clara,Milpitas,Hillview,https://nextdoor.com/neighborhood/hillviewca--milpitas--ca/
CA,Santa Clara,Milpitas,Jacklin,https://nextdoor.com/neighborhood/jacklin--milpitas--ca/
CA,Santa Clara,Milpitas,Kennedy Glen,https://nextdoor.com/neighborhood/kennedyglen--milpitas--ca/
CA,Santa Clara,Milpitas,Luna Tera Serena,https://nextdoor.com/neighborhood/lunateraserena--milpitas--ca/
CA,Santa Clara,Milpitas,Martil Way,https://nextdoor.com/neighborhood/martilway--milpitas--ca/
CA,Santa Clara,Milpitas,Mihalakis,https://nextdoor.com/neighborhood/mihalakis--milpitas--ca/
CA,Santa Clara,Milpitas,Mill Creek,https://nextdoor.com/neighborhood/millcreekca--milpitas--ca/
CA,Santa Clara,Milpitas,Milpitas,https://nextdoor.com/neighborhood/milpitas--milpitas--ca/
CA,Santa Clara,Milpitas,Montague and Mccarthy,https://nextdoor.com/neighborhood/montagueandmccarthy--milpitas--ca/
CA,Santa Clara,Milpitas,Orchid,https://nextdoor.com/neighborhood/orchid--milpitas--ca/
CA,Santa Clara,Milpitas,Pace,https://nextdoor.com/neighborhood/pacemil--milpitas--ca/
CA,Santa Clara,Milpitas,Parc Metropolitan,https://nextdoor.com/neighborhood/parcmetropolitan--milpitas--ca/
CA,Santa Clara,Milpitas,Parc Place,https://nextdoor.com/neighborhood/parcplace--milpitas--ca/
CA,Santa Clara,Milpitas,Park Victoria,https://nextdoor.com/neighborhood/parkvictoria--milpitas--ca/
CA,Santa Clara,Milpitas,Piedmont,https://nextdoor.com/neighborhood/piedmontca--milpitas--ca/
CA,Santa Clara,Milpitas,Poppy Lane Townhouses,https://nextdoor.com/neighborhood/poppylanetownhouses--milpitas--ca/
CA,Santa Clara,Milpitas,Reflections And Images,https://nextdoor.com/neighborhood/reflectionsandimages--milpitas--ca/
CA,Santa Clara,Milpitas,Sepulveda/Pedro Loop,https://nextdoor.com/neighborhood/sepulveda-pedro--milpitas--ca/
CA,Santa Clara,Milpitas,Shapell Hillcrest,https://nextdoor.com/neighborhood/shapellhillcrest--milpitas--ca/
CA,Santa Clara,Milpitas,Sinnott Loop,https://nextdoor.com/neighborhood/sinnottloop--milpitas--ca/
CA,Santa Clara,Milpitas,Snell,https://nextdoor.com/neighborhood/snellmilpitas--milpitas--ca/
CA,Santa Clara,Milpitas,Spring Valley Ln,https://nextdoor.com/neighborhood/springvalleyln--milpitas--ca/
CA,Santa Clara,Milpitas,Starlite Pines,https://nextdoor.com/neighborhood/starlitepines--milpitas--ca/
CA,Santa Clara,Milpitas,Stonegate & French Court,https://nextdoor.com/neighborhood/stonegatefrenchcourt--milpitas--ca/
CA,Santa Clara,Milpitas,Sundrop Circle,https://nextdoor.com/neighborhood/sundropcircle--milpitas--ca/
CA,Santa Clara,Milpitas,Sunnyhills,https://nextdoor.com/neighborhood/sunnyhillsmilpitas--milpitas--ca/
CA,Santa Clara,Milpitas,Terra Serena,https://nextdoor.com/neighborhood/terraserena--milpitas--ca/
CA,Santa Clara,Milpitas,Traditions-Contempo,https://nextdoor.com/neighborhood/traditionscontempo--milpitas--ca/
CA,Santa Clara,Los Gatos,Belwood-Belgatos,https://nextdoor.com/neighborhood/belwood-belgatos--los-gatos--ca/
CA,Santa Clara,Los Gatos,Big Redwood Park,https://nextdoor.com/neighborhood/bigredwoodpark--los-gatos--ca/
CA,Santa Clara,Los Gatos,Blossom Manor,https://nextdoor.com/neighborhood/blossommanor--los-gatos--ca/
CA,Santa Clara,Los Gatos,Brush Road,https://nextdoor.com/neighborhood/brushroad--los-gatos--ca/
CA,Santa Clara,Los Gatos,Chemeketa Park,https://nextdoor.com/neighborhood/chemeketapark--los-gatos--ca/
CA,Santa Clara,Los Gatos,Cordova Woods,https://nextdoor.com/neighborhood/cordovawoods--los-gatos--ca/
CA,Santa Clara,Los Gatos,Espana Oaks,https://nextdoor.com/neighborhood/espanaoaks--los-gatos--ca/
CA,Santa Clara,Los Gatos,Kennedy North,https://nextdoor.com/neighborhood/kennedynorth--los-gatos--ca/
CA,Santa Clara,Los Gatos,Knowles,https://nextdoor.com/neighborhood/knowleslg--los-gatos--ca/
CA,Santa Clara,Los Gatos,Lake Canyon,https://nextdoor.com/neighborhood/lakecanyon--los-gatos--ca/
CA,Santa Clara,Los Gatos,Las Cumbres,https://nextdoor.com/neighborhood/lascumbres--los-gatos--ca/
CA,Santa Clara,Los Gatos,Lexington Hills,https://nextdoor.com/neighborhood/lexingtonhills--los-gatos--ca/
CA,Santa Clara,Los Gatos,LG Mountains Clara/Cruz Co,https://nextdoor.com/neighborhood/lgmountainsclaracruzco--los-gatos--ca/
CA,Santa Clara,Los Gatos,Live Oak Manor,https://nextdoor.com/neighborhood/losgatosliveoak--los-gatos--ca/
CA,Santa Clara,Los Gatos,Loma Chiquita,https://nextdoor.com/neighborhood/lomachiquita--los-gatos--ca/
CA,Santa Clara,Los Gatos,Montevina Road,https://nextdoor.com/neighborhood/montevinaroad--los-gatos--ca/
CA,Santa Clara,Los Gatos,Montgomery Highlands,https://nextdoor.com/neighborhood/montgomeryhighlands--los-gatos--ca/
CA,Santa Clara,Los Gatos,National & LG Almaden Rd,https://nextdoor.com/neighborhood/nationallgalmadenrd--los-gatos--ca/
CA,Santa Clara,Los Gatos,North Los Gatos,https://nextdoor.com/neighborhood/northlosgatos--los-gatos--ca/
CA,Santa Clara,Los Gatos,Oakmont,https://nextdoor.com/neighborhood/oakmont--los-gatos--ca/
CA,Santa Clara,Los Gatos,Oka,https://nextdoor.com/neighborhood/oka--los-gatos--ca/
CA,Santa Clara,Los Gatos,Raineri,https://nextdoor.com/neighborhood/raineri--los-gatos--ca/
CA,Santa Clara,Los Gatos,Rinconada,https://nextdoor.com/neighborhood/rinconada--los-gatos--ca/
CA,Santa Clara,Los Gatos,Santa Cruz Ridge,https://nextdoor.com/neighborhood/santacruzridge--los-gatos--ca/
CA,Santa Clara,Los Gatos,Saratoga Gap,https://nextdoor.com/neighborhood/saratogagap--los-gatos--ca/
CA,Santa Clara,Los Gatos,Skyline Black and Gist,https://nextdoor.com/neighborhood/skylineblackandgist--los-gatos--ca/
CA,Santa Clara,Los Gatos,Soda Springs Canyon,https://nextdoor.com/neighborhood/sodaspringscanyon-losgatos--los-gatos--ca/
CA,Santa Clara,Los Gatos,Soquel-San Jose Road,https://nextdoor.com/neighborhood/soquel-sanjoseroad--los-gatos--ca/
CA,Santa Clara,Los Gatos,Summit,https://nextdoor.com/neighborhood/summit--los-gatos--ca/
CA,Santa Clara,Los Gatos,Surrey Farms,https://nextdoor.com/neighborhood/surreyfarms--los-gatos--ca/
CA,Santa Clara,Los Gatos,Vasona,https://nextdoor.com/neighborhood/vasona--los-gatos--ca/
CA,Santa Clara,Los Gatos,Vista,https://nextdoor.com/neighborhood/vistalosgatos--los-gatos--ca/
CA,Santa Clara,Los Gatos,Zayante,https://nextdoor.com/neighborhood/zayanteca--los-gatos--ca/
CA,Santa Clara,Gilroy,1st St.,https://nextdoor.com/neighborhood/1stst--gilroy--ca/
CA,Santa Clara,Gilroy,3rd Street,https://nextdoor.com/neighborhood/3rdstreetgilroy--gilroy--ca/
CA,Santa Clara,Gilroy,Carriage Hills,https://nextdoor.com/neighborhood/carriagehillsca--gilroy--ca/
CA,Santa Clara,Gilroy,Christopher,https://nextdoor.com/neighborhood/christopherca--gilroy--ca/
CA,Santa Clara,Gilroy,Country Estates of Gilroy,https://nextdoor.com/neighborhood/countryestatesofgilroy--gilroy--ca/
CA,Santa Clara,Gilroy,Crestwood,https://nextdoor.com/neighborhood/crestwoodmanorca--gilroy--ca/
CA,Santa Clara,Gilroy,Day Rd West,https://nextdoor.com/neighborhood/dayrdwest--gilroy--ca/
CA,Santa Clara,Gilroy,Denio,https://nextdoor.com/neighborhood/denio--gilroy--ca/
CA,Santa Clara,Gilroy,Eagle Ridge South,https://nextdoor.com/neighborhood/ersouth--gilroy--ca/
CA,Santa Clara,Gilroy,Eldorado Dr,https://nextdoor.com/neighborhood/eldoradodr--gilroy--ca/
CA,Santa Clara,Gilroy,El Matador,https://nextdoor.com/neighborhood/elmatadorca--gilroy--ca/
CA,Santa Clara,Gilroy,Garlic Farm,https://nextdoor.com/neighborhood/garlicfarm--gilroy--ca/
CA,Santa Clara,Gilroy,Gilroy Downtown,https://nextdoor.com/neighborhood/gilroydowntown--gilroy--ca/
CA,Santa Clara,Gilroy,Glen Loma Ranch,https://nextdoor.com/neighborhood/glenlomaranch--gilroy--ca/
CA,Santa Clara,Gilroy,Godfrey,https://nextdoor.com/neighborhood/godfrey--gilroy--ca/
CA,Santa Clara,Gilroy,Gurries Dr,https://nextdoor.com/neighborhood/gurriesdr--gilroy--ca/
CA,Santa Clara,Gilroy,Harvest Park,https://nextdoor.com/neighborhood/harvestparkca1--gilroy--ca/
CA,Santa Clara,Gilroy,Hecker Pass,https://nextdoor.com/neighborhood/heckerpass--gilroy--ca/
CA,Santa Clara,Gilroy,Hidden Glen,https://nextdoor.com/neighborhood/hiddenglengilroy--gilroy--ca/
CA,Santa Clara,Gilroy,Holloway,https://nextdoor.com/neighborhood/holloway--gilroy--ca/
CA,Santa Clara,Gilroy,Holsclaw,https://nextdoor.com/neighborhood/holsclaw--gilroy--ca/
CA,Santa Clara,Gilroy,Las Animas,https://nextdoor.com/neighborhood/lasanimas--gilroy--ca/
CA,Santa Clara,Gilroy,Long Meadow,https://nextdoor.com/neighborhood/longmeadowca--gilroy--ca/
CA,Santa Clara,Gilroy,Luchessa,https://nextdoor.com/neighborhood/luchessa--gilroy--ca/
CA,Santa Clara,Gilroy,Luigi,https://nextdoor.com/neighborhood/luigi--gilroy--ca/
CA,Santa Clara,Gilroy,Maplewood Lane,https://nextdoor.com/neighborhood/maplewoodlane--gilroy--ca/
CA,Santa Clara,Gilroy,Mesa Ranch,https://nextdoor.com/neighborhood/mesaranch--gilroy--ca/
CA,Santa Clara,Gilroy,Mesa Ridge of Gilroy,https://nextdoor.com/neighborhood/mesaridgegilroy--gilroy--ca/
CA,Santa Clara,Gilroy,Miller Avenue South,https://nextdoor.com/neighborhood/milleravenuesouth--gilroy--ca/
CA,Santa Clara,Gilroy,MOHWST,https://nextdoor.com/neighborhood/mohwst--gilroy--ca/
CA,Santa Clara,Gilroy,Montebello Ridge,https://nextdoor.com/neighborhood/montebelloridge--gilroy--ca/
CA,Santa Clara,Gilroy,Monterey Manor,https://nextdoor.com/neighborhood/montereymanor--gilroy--ca/
CA,Santa Clara,Gilroy,New Avenue,https://nextdoor.com/neighborhood/newavenue--gilroy--ca/
CA,Santa Clara,Gilroy,North Murray Com.,https://nextdoor.com/neighborhood/northmurraycom--gilroy--ca/
CA,Santa Clara,Gilroy,Old Gilroy,https://nextdoor.com/neighborhood/oldgilroy--gilroy--ca/
CA,Santa Clara,Gilroy,Orchard to Princeton,https://nextdoor.com/neighborhood/orchardtoprinceton--gilroy--ca/
CA,Santa Clara,Gilroy,Outlet,https://nextdoor.com/neighborhood/outlet--gilroy--ca/
CA,Santa Clara,Gilroy,Pacheco Pass 152,https://nextdoor.com/neighborhood/pachecopass152--gilroy--ca/
CA,Santa Clara,Gilroy,Princevalle,https://nextdoor.com/neighborhood/princevalle--gilroy--ca/
CA,Santa Clara,Gilroy,Redwood Retreat Rd,https://nextdoor.com/neighborhood/redwoodretreatrd--gilroy--ca/
CA,Santa Clara,Gilroy,Renz Park,https://nextdoor.com/neighborhood/renzpark--gilroy--ca/
CA,Santa Clara,Gilroy,Santa Barbara Wren,https://nextdoor.com/neighborhood/santabarbarawren--gilroy--ca/
CA,Santa Clara,Gilroy,San Ysidro/ East Gilroy,https://nextdoor.com/neighborhood/sanysidroeastgilroy--gilroy--ca/
CA,Santa Clara,Gilroy,Saratoga Place,https://nextdoor.com/neighborhood/saratogaplaceca--gilroy--ca/
CA,Santa Clara,Gilroy,SE of 1st and Santa Teresa,https://nextdoor.com/neighborhood/seof1standsantateresa--gilroy--ca/
CA,Santa Clara,Gilroy,Sobrato,https://nextdoor.com/neighborhood/sobrato--gilroy--ca/
CA,Santa Clara,Gilroy,South of Tenth Street,https://nextdoor.com/neighborhood/southoftenthst--gilroy--ca/
CA,Santa Clara,Gilroy,Sunrise Park,https://nextdoor.com/neighborhood/sunrisepark--gilroy--ca/
CA,Santa Clara,Gilroy,The Whitehurst Zone,https://nextdoor.com/neighborhood/thewhitehurstzone--gilroy--ca/
CA,Santa Clara,Gilroy,Thomas Road,https://nextdoor.com/neighborhood/thomasroadswgilroy--gilroy--ca/
CA,Santa Clara,Gilroy,Upper Mantelli,https://nextdoor.com/neighborhood/uppermantelli--gilroy--ca/
CA,Santa Clara,Gilroy,Village,https://nextdoor.com/neighborhood/villagegilroy--gilroy--ca/
CA,Santa Clara,Gilroy,Vineyard Valley,https://nextdoor.com/neighborhood/vineyardvalley--gilroy--ca/
CA,Santa Clara,Gilroy,Wren/ Wayland/ Welburn,https://nextdoor.com/neighborhood/wrenwaylandwelburn--gilroy--ca/
